note,current_folder,proposed_folder,confidence,reason
JP Obsidian Vault/Apple Notes/Jour fix claudia.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Julien - China.md,JP Obsidian Vault,DPWorld,0.73,"keywords=cargo,dp"
JP Obsidian Vault/Apple Notes/KIK.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/KPIs - Colm Meeting.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/KPMG Spoc.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Karin Feldbaum -Lean Management.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kaufen.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Keep Linda.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kids battered suasage.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kik - update.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kik India Impl..md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kik Updates on SOP.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kn  facility.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Kurs; Consulting Instrumente.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/LAt!.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Leadership Principles (cases).md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Leadership training 25.09.2023.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Leading during Times of Change.md,JP Obsidian Vault,Personal,0.99,"keywords=habit,journal,life,personal"
JP Obsidian Vault/Apple Notes/Leonardo.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Lesson 2 - Coping with challenging implementation timelines Focus….md,JP Obsidian Vault,Projects,0.53,keywords=plan
JP Obsidian Vault/Apple Notes/Liebe Raffa.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Lieber vater.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Liste heute.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Liste.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Lizenses - FF100 Update -- Gems.md,JP Obsidian Vault,DPWorld,0.65,keywords=dpworld
JP Obsidian Vault/Apple Notes/Lorena Fach.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Ls unther, gredeline.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Make a Remote Testing guide based on the Beta benchmark.md,JP Obsidian Vault,Reference,0.85,"keywords=documentation,guide"
JP Obsidian Vault/Apple Notes/Make a list of CV Changes.md,JP Obsidian Vault,AI,0.65,keywords=model
JP Obsidian Vault/Apple Notes/Make a list of Job you like to do.md,JP Obsidian Vault,Projects,0.65,keywords=project
JP Obsidian Vault/Apple Notes/Make a list of what you get from me.md,JP Obsidian Vault,Projects,0.65,keywords=project
JP Obsidian Vault/Apple Notes/Management meeting 28.09.23 .md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Managing Project Stakeholders.md,JP Obsidian Vault,Projects,0.73,"keywords=plan,project"
JP Obsidian Vault/Apple Notes/Manchester tech workshop notes march 2025.md,JP Obsidian Vault,Meetings,0.65,keywords=workshop
JP Obsidian Vault/Apple Notes/Manisha.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Manoj.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Manor tragtaschen und hänger.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Marcus.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Mareike.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Mario - 22.01.2021.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Mario 14.06.md,JP Obsidian Vault,Projects,0.53,keywords=plan
JP Obsidian Vault/Apple Notes/Markus.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Mate..md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Matthias Willems.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Meeting Nils One CRM nad QT.md,JP Obsidian Vault,Customers,0.53,keywords=crm
JP Obsidian Vault/Apple Notes/Meeting duisburg march 2025.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Merly ferry 13th..md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Miom cost.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Monthly leadership september 23.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Morning.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Movie list.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Multi Quote to start with.md,JP Obsidian Vault,Projects,0.53,keywords=delivery
JP Obsidian Vault/Apple Notes/My health data.md,JP Obsidian Vault,Personal,0.65,keywords=health
JP Obsidian Vault/Apple Notes/Mättliweg 14.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Müller.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/N.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/NEO OPS.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Nectarinen.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Neu Traktandum 2.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/New Note.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/New Recording.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Next PCC.md,JP Obsidian Vault,Projects,0.65,keywords=launch
JP Obsidian Vault/Apple Notes/Notes axa fleet.md,JP Obsidian Vault,Customers,0.65,keywords=customer
JP Obsidian Vault/Apple Notes/Novisad Hamburg.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Nur vor gemeinde rat.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/O1-mus-11.09.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/OCD Discussion.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/OPM Responsibilities.md,JP Obsidian Vault,Meetings,0.93,"keywords=agenda,meeting,workshop"
JP Obsidian Vault/Apple Notes/OPS X.md,JP Obsidian Vault,Customers,0.61,"keywords=account,customer"
JP Obsidian Vault/Apple Notes/OPSX Meeting - CW1-CR2.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Oam.md,JP Obsidian Vault,Customers,0.65,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/(Do tests!)3 Individual Differences.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/(Ok) 1 DecisionMaking.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/(Ok)2 Groups and Teams.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/(Ok)Managing Multicultural Teams continue on last page.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/(Ok)Module Discriptor.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/HBR (Harvard) Making Business Decision.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/Module 1 Intro Organisational Behaviour.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1A.2 OB Introduction/Personality Test.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Academic Regulations Cambria (link).md,JP Obsidian Vault,Reference,0.65,keywords=guide
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Academic writing.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Cambria Login (Apps).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Feedback Analysis Dezember 2019.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Malpractise and Plagiarism (tools).md,JP Obsidian Vault,Personal,0.53,keywords=life
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Managing one self (HBR).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/Program Handbook RKC.md,JP Obsidian Vault,Projects,0.53,keywords=project
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1AA.1 Introduction/To Do’s.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Accounting Essentials Royal London University/Accounting Glossary.md,JP Obsidian Vault,Customers,0.53,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Accounting Essentials Royal London University/Excels.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Accounting Essentials Royal London University/Key Learning Points- Topic 1 What is Accounting.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Accounting Essentials Royal London University/Measuring Wealth Topic 2.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Accounting Essentials Royal London University/What is Accounting Topic 1Accounting.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Agile Leadership Principels EDX Maryland/Agile Principel Course EDX.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Agile Leadership Principels EDX Maryland/Week 2.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Agile Leadership Principels EDX Maryland/Week 3.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/CS50s Harvard/CS 50 Computational Thinking.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/CS50s Harvard/Internet Technologies.md,JP Obsidian Vault,DPWorld,0.85,"keywords=port,terminal"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/CS50s Harvard/Programming Languages.md,JP Obsidian Vault,Meetings,0.65,keywords=minutes
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/CS50s Harvard/Web Development.md,JP Obsidian Vault,DPWorld,0.65,keywords=terminal
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/1 Critical Thinking Course EDX.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/2 Hand notes.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/3 hand notes.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/9 Thinking Behaviors....md,JP Obsidian Vault,Ideas,0.65,keywords=idea
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Defining Problems The Most Important Business Skill You've Never….md,JP Obsidian Vault,Customers,0.53,keywords=client
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Mike’s 5 ways to improve critical thinking.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Mike’s Ways to Deploy Creative Thinking in the Moment.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Mike’s ways to work on Creative Thinking When You Have More Time.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/The 6 types of socratic questions.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/ToolsCollaborativeProblemSolving.md,JP Obsidian Vault,Reference,0.65,keywords=guide
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Top Barriers to Critical Thinking.md,JP Obsidian Vault,Ideas,0.65,keywords=idea
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Critical Thinking EDX RIT/Ultimate cheatsheet for critical thinking.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/Dark Matter/Das ________________ I 2'S r. _________ Basel.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/HBR's & Other reads/Curiosity Is as Important as Intelligence.md,JP Obsidian Vault,Ideas,0.53,keywords=idea
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/HBR's & Other reads/The Creative Dividend.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/1B EDX/HBR's & Other reads/Why Curiosity Matters.md,JP Obsidian Vault,Personal,0.73,"keywords=health,life"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/Administration Office Email (20.12.2019).md,JP Obsidian Vault,Customers,0.53,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/Assessments Style and Templates.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Ideas for conclusion.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Literature Review/Done.md,JP Obsidian Vault,Customers,0.61,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Literature Review/Introduction (Old for backup and drawing).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Mendeley Biblography.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Question to Alex.md,JP Obsidian Vault,Ideas,0.53,keywords=concept
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Questions to Prof.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/To Do Paper.md,JP Obsidian Vault,Projects,0.53,keywords=project
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 1 Understanding and Managing Successful Information Systems/Artikels and Reading.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 1 Understanding and Managing Successful Information Systems/Assessment 1.md,JP Obsidian Vault,Customers,0.73,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 1 Understanding and Managing Successful Information Systems/Assessment Paper.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 1 Understanding and Managing Successful Information Systems/Introduction to Information Management Systems.md,JP Obsidian Vault,AI,0.85,"keywords=ai,model"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 1 Understanding and Managing Successful Information Systems/Literature review security and governance.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 2 Mgt Anl Information/Articles & Presentations to Read.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 2 Mgt Anl Information/Introduction Managing and Analysing Information.md,JP Obsidian Vault,Customers,0.85,"keywords=client,customer"
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/IM Units/Unit 2 Mgt Anl Information/Preparing for Assignment.md,JP Obsidian Vault,Personal,0.65,keywords=life
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/Mofule list and registration.md,JP Obsidian Vault,Projects,0.53,keywords=plan
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/(Done) Presentations to Read.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/Articles to Read.md,JP Obsidian Vault,Meetings,0.65,keywords=standup
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/Build a Team Checklist.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/Leadership.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/Personality Test.md,JP Obsidian Vault,Personal,0.65,keywords=life
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 1 Leadership (OB)/Self awareness.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 2 Structure change Sustainability (OB)/Articles.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/1A MBA RKC/OB UNITS/Unit 2 Structure change Sustainability (OB)/Interim Assessment.md,JP Obsidian Vault,Reference,0.47,fallback-reference
